type,properties/age_pnsr_se_nts_dta_rgdn_pc_cvrge_100_jne_2020_ple_rcvng_pns,properties/yng_ple_agd_16_21_rcvng_unmplyt_bnft_jne_2020_to_yrs_yth_alwnce,properties/ple_rcvng_unmplyt_bnft_shrt_trm_jne_2017_pc_nwstr_alwnce_yth,properties/ple_rcvng_unmplyt_bnft_shrt_trm_jne_2017_nwstr_alwnce_yth_ls_6,properties/chldrn_lw_incme_wlfre_dpnt_fmls_se_nts_dta_rgdn_pc_cvrge_100__1,properties/age_pnsr_se_nts_dta_rgdn_pc_cvrge_100_jne_2020_prsn_agd_65_yrs,properties/chldrn_lw_incme_wlfre_dpnt_fmls_se_nts_dta_rgdn_pc_cvrge_100_jn,properties/chldrn_lw_incme_wlfre_dpnt_fmls_se_nts_dta_rgdn_pc_cvrge_100__0,properties/jbskr_unmplymnt_bnfcrs_jne_2020_prsns_agd_22_64_yrs,properties/dsblty_spprt_pnsnrs_jne_2020_pple_rcvng_pnsn,properties/seniors_health_card_holders_june_2020_persons_aged_65_years,properties/people_receiving_unemployment_benefit_june_2020_pc_an,properties/jbskr_unmplymnt_bnfcrs_jne_2020_pc_pple_rcvng_pymnt,properties/pple_rcvng_unmplymnt_bnft_jne_2020_prsns_agd_16_64_yrs,properties/dsblty_spprt_pnsnrs_jne_2020_prsns_agd_16_64_yrs,properties/pple_rcvng_unmplymnt_bnft_lng_trm_jne_2017_prsns_agd_16_64_yrs,properties/disability_support_pensioners_june_2020_pc,properties/health_care_card_holders_june_2020_persons_0_to_64_years,properties/pha_name,properties/yng_pple_agd_16_21_rcvng_unmplymnt_bnft_jne_2020_pc_yth_allwnce,properties/pnsnr_cncssn_crd_hldrs_jne_2020_prsns_agd_15_yrs,properties/seniors_health_card_holders_june_2020_pc,properties/fmle_sle_prnt_pnsnrs_jne_2020_fmls_agd_15_54_yrs,properties/pha_code,properties/people_receiving_unemployment_benefit_june_2020_an,properties/low_income_welfare_dependent_families_children_june_2017_total,properties/jbskr_unmplymnt_bnfcrs_jne_2020_pple_agd_22_64_rcvng_pymnt,properties/pensioner_concession_card_holders_june_2020_pc,properties/pple_rcvng_unmplymnt_bnft_shrt_trm_jne_2017_prsns_agd_16_64_yrs,properties/health_care_card_holders_june_2020_pc_health_care_card_holders,properties/seniors_health_card_holders_june_2020,properties/low_income_welfare_dependent_families_children_june_2017_with,properties/pensioner_concession_card_holders_june_2020,properties/lw_incme_wlfre_dpndnt_fmls_chldrn_jne_2017_pc_wth,properties/age_pnsnrs_se_nts_dta_rgrdng_pc_cvrge_100_jne_2020,properties/ple_rcvng_unmplyt_bnft_lng_trm_jne_2017_pc_nwstr_alwnce_yth,properties/female_sole_parent_pensioners_june_2020_pc,properties/ple_rcvng_unmplyt_bnft_lng_trm_jne_2017_nwstr_alwnce_yth_lngr_6,properties/yng_pple_agd_16_21_rcvng_unmplymnt_bnft_jne_2020_prsns_to_yrs,properties/fmle_sle_prnt_pnsnrs_jne_2020_fmls_rcvng_prntng_pymnt_sngle,properties/health_care_card_holders_june_2020_health_care_card_holders,id
Feature,1787,93,0.558278254874631,149,22.6147243314625,3857.94127766295,822,3634.8,27801.8268156737,804,3857.94127766295,7.05729928903827,7.11464039077056,29345.503360142,29345.503360142,26689.2,2.73977239419931,33043.9290964561,Richmond,6.02457816265089,33043.9290964561,7.72432700635923,13037.4696139964,20025,2071,7072,1978,10.8522203565211,26689.2,9.35118820458732,298,456,3586,6.44796380090498,46.3200414777314,2.5928090763305,0.97411540552055,692,1543.67654446828,127,3090,phidu_income_support_pha_2017_20.580
Feature,1896,90,0.874412491017142,104,19.3522112281972,3075.65287754829,665,3436.29982206406,11304.5996104604,571,3075.65287754829,9.8972777209096,10.2436179953554,12609.5279448752,12609.5279448752,11893.7001779359,4.52832177775591,16076.6370628894,Ringwood,6.8969304770566,16076.6370628894,11.5422648177054,5454.69286960812,20103,1248,4505,1158,20.1534685850381,11893.7001779359,12.583477452942,355,402,3240,8.92341842397336,61.6454481531534,4.19549839439956,2.08994351698834,499,1304.92833441478,114,2023,phidu_income_support_pha_2017_20.581
Feature,4951,171,1.16220390317435,172,32.0559068980492,7093.62436908117,1485,4632.53154784516,,1920,6375,9.71656519049252,,14799.4684521548,14799.4684521548,14799.4684521548,12.9734389191555,19432,Maryborough - Pyrenees,7.61194753640873,21477,6.24313725490196,5331,20103,1438,6593,,38.892769008707,14799.4684521548,12.6286537669823,398,783,8353,11.8762323676627,69.7950686757509,8.55436128731817,5.70249484149315,1266,2246.46845215484,304,2454,phidu_income_support_pha_2017_20.582
Feature,309,21,0.885602942454431,19,32.9976352940418,468.417637968498,248,751.569007263922,1928.8927476303,133,468.417637968498,10.2024360752978,9.79836749514416,2058.33193611918,2058.33193611918,2145.43099273608,6.46154284768863,2811.94060643877,Robinvale,16.2238347174146,2811.94060643877,7.47196458096522,739.308198224267,20260,210,748,189,22.2622056300403,2145.43099273608,9.70859766294089,35,123,626,16.4438502673797,65.9667730148072,5.50006037945383,7.3041256852963,118,129.439188488888,54,273,phidu_income_support_pha_2017_20.583
Feature,918,39,0.629672428837582,39,14.8857004641971,1696.70169654021,325,2183.30337078652,5791.62243804951,227,1696.70169654021,7.0416718392203,7.28638657844071,6546.74075313122,6546.74075313122,6193.69662921348,3.46737420282648,8807.11370939575,Romsey,5.16475355200193,8807.11370939575,7.6619243244164,2583.26938487889,20081,461,2540,422,16.7137617222952,6193.69662921348,9.18575627264729,130,171,1472,6.73228346456693,54.1049733062635,3.08378035661483,2.63232322567814,191,755.118315081715,68,809,phidu_income_support_pha_2017_20.584
Feature,5042,177,1.39726582055831,160,30.7529202987094,7007.42647158602,1053,3424.06506364922,10508.7052756649,1092,7007.42647158602,14.8413553237914,14.8733831523419,11723.9966434245,11723.9966434245,11450.9349363508,9.31422989286218,15354.7310247879,Rosebud - McCrae,14.5644085604181,15354.7310247879,8.67650916446062,4470.0962388768,20183,1740,5493,1563,50.0692587033201,11450.9349363508,15.0898117085838,608,614,7688,11.1778627343892,71.9522355381751,6.87280125487119,6.55466872171016,787,1215.29136775959,293,2317,phidu_income_support_pha_2017_20.585
Feature,1382,296,1.69957553047518,266.7142286,38.0906702484925,1865.55890387557,2483.8961793,6521.00937866354,14218.2936892801,1100,1865.55890387557,16.0341133402653,17.160990294072,17063.6189350695,17063.6189350695,15692.9906213365,6.44646369674407,23712.6450244019,Roxburgh Park - Somerton,10.4030286322462,23712.6450244019,2.03692308621602,7737.62293015358,20093,2736,5233,2440,20.9719328859453,15692.9906213365,18.9983023629969,38,1134.0151734,4973,21.6704600305752,74.0796764513301,8.02713191192056,2.92079366027616,1259.6970581,2845.32524578939,226,4505,phidu_income_support_pha_2017_20.586
Feature,610,16,0.471668462643678,11,19.7899747969756,1006.31179815157,148,747.853403141361,2038.91446205518,150,1006.31179815157,9.07176770533338,9.61295844664502,2336.92050861667,2336.92050861667,2332.14659685864,6.41870356509437,3099.65070150751,Rutherglen,5.3690185768423,3099.65070150751,10.4341418030543,902.029933686165,20229,212,1052,196,30.293735985907,2332.14659685864,10.8076693879434,105,81,939,7.69961977186312,60.6173952367914,4.63092672413793,2.77152664965751,108,298.006046561496,25,335,phidu_income_support_pha_2017_20.587
Feature,2028,178,1.26314471193525,115,29.9063544749739,2732.84923943441,933,3119.73831775701,8363.53967670004,742,2732.84923943441,12.7157771469406,12.1718798421683,9405.63825694096,9405.63825694096,9104.26168224299,7.88888515303505,12436.7786342392,Sale,17.080917619027,12436.7786342392,11.2702887358596,3597.07541161048,20249,1196,3703,1018,31.0530573356646,9104.26168224299,13.170613132009,308,499,3862,13.4755603564677,74.2082647932572,6.55736863500302,6.22728117617392,597,1042.09858024091,224,1638,phidu_income_support_pha_2017_20.588
Feature,348,12,0.542380137879939,20,16.7896694090677,621.341476594189,215,1280.54933519944,3202.04106843962,101,621.341476594189,7.14187461202027,7.65136969712229,3598.49498852096,3598.49498852096,3687.45066480056,2.80672893312859,4925.14485715107,Seabrook,3.0268334835832,4925.14485715107,5.47203128726688,1517.22538689757,20155,257,1425,245,12.8321098836792,3687.45066480056,10.3144174381472,34,108,632,7.57894736842105,56.0078496461433,2.87461473076368,1.7136544263318,106,396.453920081334,26,508,phidu_income_support_pha_2017_20.589
